PMID,Specimen type,Value,Unit,Time to specimen,Time unit,summary statistics,Variation type,variation value,Interval type,Interval low,Interval high,Subjects n,Population,Pregnancy Stage ,Gestational Age,Notes,_source_file,_source_folder,_source_sheet_original,_source_sheet_canonical,_row_index,_processed_at
1608848,Blood,5,ml,,,,,,,,,15,maternal ,pregnancy,,"A 5-ml blood sample was drawn 6 hours after the last (eighth) dose, defined as time 0 for the study interval. Postdose blood samples were drawn at 20, 40, 60, 120, 240, and 360 minutes.",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,127,2025-12-02T16:05:21.693926
1608848,Blood,,,,,,,,,,,15,maternal ,pregnancy,,"Random serum concentrations were also collected from 15 patients receiving larger daily doses of nifedipine (60, 80, or 120 mg)",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,128,2025-12-02T16:05:21.693926
1608848,cord blood,,,,,,,,,,,15,pediatric,,fetus,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,129,2025-12-02T16:05:21.693926
1608848,Blood,,,,,,,,,,,15,maternal ,delivery,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,130,2025-12-02T16:05:21.693926
1608848,amniotic fluid,,,,,,,,,,,15,maternal ,delivery,,,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,131,2025-12-02T16:05:21.693926
17464806.0,Blood,,,,,,,,,,,24.0,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,132,2025-12-02T16:05:06.614238
17464806.0,Blood,,,,,,,,,,,24.0,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,132,2025-12-02T16:05:06.769793
17464806.0,Blood,,,,,,,,,,,24.0,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,132,2025-12-02T16:05:11.297067
17464806.0,Blood,,,,,,,,,,,24.0,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,132,2025-12-02T16:05:13.141371
17464806,Blood,,,,,,,,,,,24,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,132,2025-12-02T16:05:15.285876
17464806,Blood,,,,,,,,,,,24,maternal ,2nd and 3rd trimester,22-34 GW,The blood samples from the patients were retrieved 12 h after the administration of nifedipine tocolysis ,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,132,2025-12-02T16:05:21.693926
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,133,2025-12-02T16:05:06.614238
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,134,2025-12-02T16:05:06.614238
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,133,2025-12-02T16:05:06.769793
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,134,2025-12-02T16:05:06.769793
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,133,2025-12-02T16:05:11.297067
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,134,2025-12-02T16:05:11.297067
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,133,2025-12-02T16:05:13.141371
17667209.0,Blood,,,,,,,,,,,5.0,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,134,2025-12-02T16:05:13.141371
17667209,Blood,,,,,,,,,,,5,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,133,2025-12-02T16:05:15.285876
17667209,Blood,,,,,,,,,,,5,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,134,2025-12-02T16:05:15.285876
17667209,Blood,,,,,,,,,,,5,maternal ,3rd trimester,,"Blood samples were collected at –5, 15, 30, 45, 60, 75, and 90 minutes, 2, 2.5, 3, 3.5, and 4 hours after starting tocolysis. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,133,2025-12-02T16:05:21.693926
17667209,Blood,,,,,,,,,,,5,maternal ,3rd trimester,,"After reaching steady-state plasma concentration with nifedipine, plasma levels of nifedipine were measured after administering orally a 20 mg tablet of nifedipine slow release (nifedipine retard). Blood sam- ples were collected at –5, 30, and 60 minutes, 2, 3, and 4 hours after taking the tablet. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,134,2025-12-02T16:05:21.693926
18271884.0,Blood,,,,,,,,,,,40.0,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,135,2025-12-02T16:05:06.614238
18271884.0,blood,,,,,,,,,,,40.0,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,136,2025-12-02T16:05:06.614238
18271884.0,umnilical cord blood,,,,,,,,,,,40.0,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,137,2025-12-02T16:05:06.614238
18271884.0,Blood,,,,,,,,,,,40.0,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,135,2025-12-02T16:05:06.769793
18271884.0,blood,,,,,,,,,,,40.0,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,136,2025-12-02T16:05:06.769793
18271884.0,umnilical cord blood,,,,,,,,,,,40.0,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,137,2025-12-02T16:05:06.769793
18271884.0,Blood,,,,,,,,,,,40.0,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,135,2025-12-02T16:05:11.297067
18271884.0,blood,,,,,,,,,,,40.0,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,136,2025-12-02T16:05:11.297067
18271884.0,umnilical cord blood,,,,,,,,,,,40.0,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,137,2025-12-02T16:05:11.297067
18271884.0,Blood,,,,,,,,,,,40.0,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,135,2025-12-02T16:05:13.141371
18271884.0,blood,,,,,,,,,,,40.0,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,136,2025-12-02T16:05:13.141371
18271884.0,umnilical cord blood,,,,,,,,,,,40.0,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,137,2025-12-02T16:05:13.141371
18271884,Blood,,,,,,,,,,,40,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,135,2025-12-02T16:05:15.285876
18271884,blood,,,,,,,,,,,40,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,136,2025-12-02T16:05:15.285876
18271884,umnilical cord blood,,,,,,,,,,,40,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,137,2025-12-02T16:05:15.285876
18271884,Blood,,,,,,,,,,,40,maternal ,3rd trimester,,Predelivery maternal blood was taken 12 or 24 hours after the last tablet,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,135,2025-12-02T16:05:21.693926
18271884,blood,,,,,,,,,,,40,maternal ,delivery,,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,136,2025-12-02T16:05:21.693926
18271884,umnilical cord blood,,,,,,,,,,,40,pediatric,,fetus,Delivery maternal and (mixed arteriovenous) umbilical cord bloods were taken if the last tablet had been administered ≤6 days (≤144 hours) before delivery,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,137,2025-12-02T16:05:21.693926
18394772.0,Blood,,,,,,,,,,,14.0,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,138,2025-12-02T16:05:06.614238
18394772.0,Blood,,,,,,,,,,,14.0,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,138,2025-12-02T16:05:06.769793
18394772.0,Blood,,,,,,,,,,,14.0,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,138,2025-12-02T16:05:11.297067
18394772.0,Blood,,,,,,,,,,,14.0,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,138,2025-12-02T16:05:13.141371
18394772,Blood,,,,,,,,,,,14,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,138,2025-12-02T16:05:15.285876
18394772,Blood,,,,,,,,,,,14,maternal ,3rd trimester,,Blood samples were obtained following an exact time schedule with seven samples on study day 1 and four samples each at 24 h-intervals between days 2 and 5,PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,138,2025-12-02T16:05:21.693926
1951561.0,Blood,5,ml,,,,,,,,,8.0,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,139,2025-12-02T16:05:06.614238
1951561.0,Blood,5,ml,,,,,,,,,8.0,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,139,2025-12-02T16:05:06.769793
1951561.0,Blood,5,ml,,,,,,,,,8.0,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,139,2025-12-02T16:05:11.297067
1951561.0,Blood,5,ml,,,,,,,,,8.0,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,139,2025-12-02T16:05:13.141371
1951561,Blood,5,ml,,,,,,,,,8,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_Cleaned.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,139,2025-12-02T16:05:15.285876
1951561,Blood,5,ml,,,,,,,,,8,maternal ,postpartum,,"A 5 ml blood sample was obtained imme- diately before oral intake of the study dose of 10 mg nifedipine. Postdose blood samples were obtained at 20, 40, 60, 80, 120, 180, 240, and 360 minutes. ",PRGLAC_PK_curation_SZ_By 91124.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,139,2025-12-02T16:05:21.693926
21644845.0,Blood,,,,,,,,,,,20.0,maternal ,3rd trimester,,"Plasma was obtained for nifedipine and metabolite concentrations 0.5, 1, 1.5, 2, 3, 4, and 5 h after the dose was given.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,140,2025-12-02T16:05:06.614238
21644845.0,Blood,,,,,,,,,,,20.0,maternal ,3rd trimester,,"Plasma was obtained for nifedipine and metabolite concentrations 0.5, 1, 1.5, 2, 3, 4, and 5 h after the dose was given.",PRGLAC_PK_curation_051925.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,140,2025-12-02T16:05:06.769793
21644845.0,Blood,,,,,,,,,,,20.0,maternal ,3rd trimester,,"Plasma was obtained for nifedipine and metabolite concentrations 0.5, 1, 1.5, 2, 3, 4, and 5 h after the dose was given.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary)_2,Specimen_summary,140,2025-12-02T16:05:11.297067
21644845.0,Blood,,,,,,,,,,,20.0,maternal ,3rd trimester,,"Plasma was obtained for nifedipine and metabolite concentrations 0.5, 1, 1.5, 2, 3, 4, and 5 h after the dose was given.",PRGLAC_PK_curation_06232025.xlsx,PK curation_Shijun,Specimen (summary),Specimen_summary,140,2025-12-02T16:05:13.141371
